revenue,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
1.87,17,0.0,0,17,0.0,100.0
1.88,109,0.0,0,109,0.0,100.0
1.89,22,0.0,0,22,0.0,100.0
1.9,22,0.0,0,22,0.0,100.0
1.91,31,0.0,0,31,0.0,100.0
1.92,28,0.0,0,28,0.0,100.0
1.93,669,0.02,0,669,0.0,100.0
1.94,107,0.0,0,107,0.0,100.0
1.95,54,0.0,0,54,0.0,100.0
1.96,113,0.0,0,113,0.0,100.0
1.97,663,0.02,0,663,0.0,100.0
1.98,253,0.01,0,253,0.0,100.0
1.99,20,0.0,0,20,0.0,100.0
2.0,85,0.0,0,85,0.0,100.0
2.01,134,0.0,0,134,0.0,100.0
2.02,365,0.01,0,365,0.0,100.0
2.04,279,0.01,0,279,0.0,100.0
2.05,12,0.0,0,12,0.0,100.0
2.06,40,0.0,0,40,0.0,100.0
2.07,181,0.01,0,181,0.0,100.0
2.08,1712,0.06,0,1712,0.0,100.0
2.09,1582,0.06,0,1582,0.0,100.0
2.1,12,0.0,0,12,0.0,100.0
2.11,57,0.0,0,57,0.0,100.0
2.12,93,0.0,0,93,0.0,100.0
2.13,11,0.0,0,11,0.0,100.0
2.14,4,0.0,0,4,0.0,100.0
2.15,4440,0.16,0,4440,0.0,100.0
2.16,61,0.0,0,61,0.0,100.0
2.17,1,0.0,0,1,0.0,100.0
2.18,84,0.0,0,84,0.0,100.0
2.19,151,0.01,0,151,0.0,100.0
2.2,61,0.0,0,61,0.0,100.0
2.21,12,0.0,0,12,0.0,100.0
2.22,15,0.0,0,15,0.0,100.0
2.23,53,0.0,0,53,0.0,100.0
2.24,37,0.0,0,37,0.0,100.0
2.25,77,0.0,0,77,0.0,100.0
2.26,4,0.0,0,4,0.0,100.0
2.27,37,0.0,0,37,0.0,100.0
2.28,44,0.0,0,44,0.0,100.0
2.29,31,0.0,0,31,0.0,100.0
2.3,29,0.0,0,29,0.0,100.0
2.31,44,0.0,0,44,0.0,100.0
2.32,37,0.0,0,37,0.0,100.0
2.33,83,0.0,0,83,0.0,100.0
2.34,75,0.0,0,75,0.0,100.0
2.35,80,0.0,0,80,0.0,100.0
2.36,21,0.0,0,21,0.0,100.0
2.37,637,0.02,0,637,0.0,100.0
2.38,42,0.0,0,42,0.0,100.0
2.39,23,0.0,0,23,0.0,100.0
2.4,137,0.0,0,137,0.0,100.0
2.41,28,0.0,0,28,0.0,100.0
2.42,270,0.01,0,270,0.0,100.0
2.43,195,0.01,0,195,0.0,100.0
2.44,57,0.0,0,57,0.0,100.0
2.45,28,0.0,0,28,0.0,100.0
2.46,78,0.0,0,78,0.0,100.0
2.48,1511,0.05,0,1511,0.0,100.0
2.49,159,0.01,0,159,0.0,100.0
2.5,77,0.0,0,77,0.0,100.0
2.51,29,0.0,0,29,0.0,100.0
2.52,26,0.0,0,26,0.0,100.0
2.53,181,0.01,0,181,0.0,100.0
2.54,97,0.0,0,97,0.0,100.0
2.55,58,0.0,0,58,0.0,100.0
2.56,45,0.0,0,45,0.0,100.0
2.57,30,0.0,0,30,0.0,100.0
2.58,3,0.0,0,3,0.0,100.0
2.59,46,0.0,0,46,0.0,100.0
2.6,436,0.02,0,436,0.0,100.0
2.61,101,0.0,0,101,0.0,100.0
2.62,19,0.0,0,19,0.0,100.0
2.63,26,0.0,0,26,0.0,100.0
2.64,1467,0.05,0,1467,0.0,100.0
2.65,19,0.0,0,19,0.0,100.0
2.66,38,0.0,0,38,0.0,100.0
2.67,33,0.0,0,33,0.0,100.0
2.68,25,0.0,0,25,0.0,100.0
2.7,8470,0.31,0,8470,0.0,100.0
2.71,9,0.0,0,9,0.0,100.0
2.72,57,0.0,0,57,0.0,100.0
2.73,60,0.0,0,60,0.0,100.0
2.74,46,0.0,0,46,0.0,100.0
2.75,144,0.01,0,144,0.0,100.0
2.76,760,0.03,0,760,0.0,100.0
2.77,22,0.0,0,22,0.0,100.0
2.78,65,0.0,0,65,0.0,100.0
2.79,112,0.0,0,112,0.0,100.0
2.8,37,0.0,0,37,0.0,100.0
2.81,28,0.0,0,28,0.0,100.0
2.82,81,0.0,0,81,0.0,100.0
2.83,44,0.0,0,44,0.0,100.0
2.84,52,0.0,0,52,0.0,100.0
2.85,123,0.0,0,123,0.0,100.0
2.86,26,0.0,0,26,0.0,100.0
2.87,62,0.0,0,62,0.0,100.0
2.88,79,0.0,0,79,0.0,100.0
2.89,15,0.0,0,15,0.0,100.0
2.9,64,0.0,0,64,0.0,100.0
2.91,10,0.0,0,10,0.0,100.0
2.92,276,0.01,0,276,0.0,100.0
2.93,101,0.0,0,101,0.0,100.0
2.94,83,0.0,0,83,0.0,100.0
2.95,77,0.0,0,77,0.0,100.0
2.96,225,0.01,0,225,0.0,100.0
2.97,52,0.0,0,52,0.0,100.0
2.98,145,0.01,0,145,0.0,100.0
2.99,27,0.0,0,27,0.0,100.0
3.0,292,0.01,0,292,0.0,100.0
3.01,129,0.0,0,129,0.0,100.0
3.03,5128,0.19,0,5128,0.0,100.0
3.04,49,0.0,0,49,0.0,100.0
3.05,565,0.02,0,565,0.0,100.0
3.06,93,0.0,0,93,0.0,100.0
3.07,11,0.0,0,11,0.0,100.0
3.08,232,0.01,0,232,0.0,100.0
3.09,67,0.0,0,67,0.0,100.0
3.1,82,0.0,0,82,0.0,100.0
3.11,50,0.0,0,50,0.0,100.0
3.12,789,0.03,0,789,0.0,100.0
3.14,73,0.0,0,73,0.0,100.0
3.15,30,0.0,0,30,0.0,100.0
3.16,94,0.0,0,94,0.0,100.0
3.17,96,0.0,0,96,0.0,100.0
3.18,1443,0.05,0,1443,0.0,100.0
3.19,498,0.02,0,498,0.0,100.0
3.2,24,0.0,0,24,0.0,100.0
3.21,16,0.0,0,16,0.0,100.0
3.22,326,0.01,0,326,0.0,100.0
3.23,70,0.0,0,70,0.0,100.0
3.24,20,0.0,0,20,0.0,100.0
3.25,6029,0.22,0,6029,0.0,100.0
3.26,272,0.01,0,272,0.0,100.0
3.27,37,0.0,0,37,0.0,100.0
3.28,81,0.0,0,81,0.0,100.0
3.29,72,0.0,0,72,0.0,100.0
3.3,288,0.01,0,288,0.0,100.0
3.31,61,0.0,0,61,0.0,100.0
3.32,85,0.0,0,85,0.0,100.0
3.33,44,0.0,0,44,0.0,100.0
3.34,194,0.01,0,194,0.0,100.0
3.35,40,0.0,0,40,0.0,100.0
3.36,8,0.0,0,8,0.0,100.0
3.37,61,0.0,0,61,0.0,100.0
3.38,33,0.0,0,33,0.0,100.0
3.39,28,0.0,0,28,0.0,100.0
3.4,83,0.0,0,83,0.0,100.0
3.41,36,0.0,0,36,0.0,100.0
3.42,129,0.0,0,129,0.0,100.0
3.43,4,0.0,0,4,0.0,100.0
3.44,97,0.0,0,97,0.0,100.0
3.45,111,0.0,0,111,0.0,100.0
3.46,18,0.0,0,18,0.0,100.0
3.47,147,0.01,0,147,0.0,100.0
3.48,42,0.0,0,42,0.0,100.0
3.49,122,0.0,0,122,0.0,100.0
3.5,75,0.0,0,75,0.0,100.0
3.51,194,0.01,0,194,0.0,100.0
3.52,433,0.02,0,433,0.0,100.0
3.53,35,0.0,0,35,0.0,100.0
3.54,139,0.01,0,139,0.0,100.0
3.55,215,0.01,0,215,0.0,100.0
3.56,232,0.01,0,232,0.0,100.0
3.58,3748,0.14,0,3748,0.0,100.0
3.59,25,0.0,0,25,0.0,100.0
3.6,30,0.0,0,30,0.0,100.0
3.61,219,0.01,0,219,0.0,100.0
3.62,83,0.0,0,83,0.0,100.0
3.63,351,0.01,0,351,0.0,100.0
3.64,53,0.0,0,53,0.0,100.0
3.65,287,0.01,0,287,0.0,100.0
3.66,281,0.01,0,281,0.0,100.0
3.67,30,0.0,0,30,0.0,100.0
3.68,27,0.0,0,27,0.0,100.0
3.69,54,0.0,0,54,0.0,100.0
3.7,67,0.0,0,67,0.0,100.0
3.71,35,0.0,0,35,0.0,100.0
3.72,592,0.02,0,592,0.0,100.0
3.73,109,0.0,0,109,0.0,100.0
3.74,81,0.0,0,81,0.0,100.0
3.75,133,0.0,0,133,0.0,100.0
3.76,257,0.01,0,257,0.0,100.0
3.77,17,0.0,0,17,0.0,100.0
3.78,44,0.0,0,44,0.0,100.0
3.8,4712,0.17,0,4712,0.0,100.0
3.81,10,0.0,0,10,0.0,100.0
3.82,215,0.01,0,215,0.0,100.0
3.83,12,0.0,0,12,0.0,100.0
3.84,81,0.0,0,81,0.0,100.0
3.85,613,0.02,0,613,0.0,100.0
3.86,599,0.02,0,599,0.0,100.0
3.87,43,0.0,0,43,0.0,100.0
3.88,121,0.0,0,121,0.0,100.0
3.89,59,0.0,0,59,0.0,100.0
3.9,289,0.01,0,289,0.0,100.0
3.91,71,0.0,0,71,0.0,100.0
3.92,456,0.02,0,456,0.0,100.0
3.93,67,0.0,0,67,0.0,100.0
3.94,273,0.01,0,273,0.0,100.0
3.95,519,0.02,0,519,0.0,100.0
3.96,807,0.03,0,807,0.0,100.0
3.97,122,0.0,0,122,0.0,100.0
3.98,34,0.0,0,34,0.0,100.0
3.99,70,0.0,0,70,0.0,100.0
4.0,45,0.0,0,45,0.0,100.0
4.02,950,0.03,0,950,0.0,100.0
4.03,72,0.0,0,72,0.0,100.0
4.04,218,0.01,0,218,0.0,100.0
4.05,85,0.0,0,85,0.0,100.0
4.06,494,0.02,0,494,0.0,100.0
4.07,153,0.01,0,153,0.0,100.0
4.08,114,0.0,0,114,0.0,100.0
4.09,30,0.0,0,30,0.0,100.0
4.1,97,0.0,0,97,0.0,100.0
4.11,114,0.0,0,114,0.0,100.0
4.12,2142,0.08,0,2142,0.0,100.0
4.14,454,0.02,0,454,0.0,100.0
4.15,265,0.01,0,265,0.0,100.0
4.16,306,0.01,0,306,0.0,100.0
4.17,239,0.01,0,239,0.0,100.0
4.18,383,0.01,0,383,0.0,100.0
4.19,45,0.0,0,45,0.0,100.0
4.2,92,0.0,0,92,0.0,100.0
4.21,354,0.01,0,354,0.0,100.0
4.22,110,0.0,0,110,0.0,100.0
4.23,15,0.0,0,15,0.0,100.0
4.24,187,0.01,0,187,0.0,100.0
4.25,57,0.0,0,57,0.0,100.0
4.26,83,0.0,0,83,0.0,100.0
4.27,407,0.01,0,407,0.0,100.0
4.28,48,0.0,0,48,0.0,100.0
4.29,100,0.0,0,100,0.0,100.0
4.3,1517,0.06,0,1517,0.0,100.0
4.31,135,0.0,0,135,0.0,100.0
4.32,298,0.01,0,298,0.0,100.0
4.33,73,0.0,0,73,0.0,100.0
4.34,1,0.0,0,1,0.0,100.0
4.35,16374,0.59,0,16374,0.0,100.0
4.36,211,0.01,0,211,0.0,100.0
4.37,230,0.01,0,230,0.0,100.0
4.38,317,0.01,0,317,0.0,100.0
4.39,145,0.01,0,145,0.0,100.0
4.4,117,0.0,0,117,0.0,100.0
4.41,228,0.01,0,228,0.0,100.0
4.42,94,0.0,0,94,0.0,100.0
4.43,67,0.0,0,67,0.0,100.0
4.44,177,0.01,0,177,0.0,100.0
4.45,3,0.0,0,3,0.0,100.0
4.46,80,0.0,0,80,0.0,100.0
4.47,128,0.0,0,128,0.0,100.0
4.48,122,0.0,0,122,0.0,100.0
4.49,257,0.01,0,257,0.0,100.0
4.5,55,0.0,0,55,0.0,100.0
4.51,98,0.0,0,98,0.0,100.0
4.52,28,0.0,0,28,0.0,100.0
4.53,370,0.01,0,370,0.0,100.0
4.54,102,0.0,0,102,0.0,100.0
4.55,45,0.0,0,45,0.0,100.0
4.56,23,0.0,0,23,0.0,100.0
4.57,332,0.01,0,332,0.0,100.0
4.58,116,0.0,0,116,0.0,100.0
4.59,129,0.0,0,129,0.0,100.0
4.6,68,0.0,0,68,0.0,100.0
4.61,139,0.01,0,139,0.0,100.0
4.62,102,0.0,0,102,0.0,100.0
4.63,45,0.0,0,45,0.0,100.0
4.64,91,0.0,0,91,0.0,100.0
4.65,213,0.01,0,213,0.0,100.0
4.66,62,0.0,0,62,0.0,100.0
4.68,5117,0.19,0,5117,0.0,100.0
4.69,40,0.0,0,40,0.0,100.0
4.7,348,0.01,0,348,0.0,100.0
4.71,46,0.0,0,46,0.0,100.0
4.72,90,0.0,0,90,0.0,100.0
4.73,45,0.0,0,45,0.0,100.0
4.74,240,0.01,0,240,0.0,100.0
4.75,58,0.0,0,58,0.0,100.0
4.76,65,0.0,0,65,0.0,100.0
4.77,957,0.03,0,957,0.0,100.0
4.78,4,0.0,0,4,0.0,100.0
4.79,185,0.01,0,185,0.0,100.0
4.8,109,0.0,0,109,0.0,100.0
4.81,56,0.0,0,56,0.0,100.0
4.82,98,0.0,0,98,0.0,100.0
4.83,334,0.01,0,334,0.0,100.0
4.84,247,0.01,0,247,0.0,100.0
4.85,75,0.0,0,75,0.0,100.0
4.86,107,0.0,0,107,0.0,100.0
4.87,177,0.01,0,177,0.0,100.0
4.88,133,0.0,0,133,0.0,100.0
4.89,1,0.0,0,1,0.0,100.0
4.9,9531,0.35,0,9531,0.0,100.0
4.91,531,0.02,0,531,0.0,100.0
4.92,121,0.0,0,121,0.0,100.0
4.93,25,0.0,0,25,0.0,100.0
4.94,115,0.0,0,115,0.0,100.0
4.95,164,0.01,0,164,0.0,100.0
4.96,594,0.02,0,594,0.0,100.0
4.97,47,0.0,0,47,0.0,100.0
4.98,154,0.01,0,154,0.0,100.0
4.99,50,0.0,0,50,0.0,100.0
5.0,100,0.0,0,100,0.0,100.0
5.01,3,0.0,0,3,0.0,100.0
5.02,60,0.0,0,60,0.0,100.0
5.03,35,0.0,0,35,0.0,100.0
5.04,1065,0.04,0,1065,0.0,100.0
5.05,56,0.0,0,56,0.0,100.0
5.06,88,0.0,0,88,0.0,100.0
5.07,35,0.0,0,35,0.0,100.0
5.08,466,0.02,0,466,0.0,100.0
5.09,53,0.0,0,53,0.0,100.0
5.1,143,0.01,0,143,0.0,100.0
5.12,92,0.0,0,92,0.0,100.0
5.13,10,0.0,0,10,0.0,100.0
5.14,83,0.0,0,83,0.0,100.0
5.15,56,0.0,0,56,0.0,100.0
5.16,112,0.0,0,112,0.0,100.0
5.17,598,0.02,0,598,0.0,100.0
5.18,181,0.01,0,181,0.0,100.0
5.19,51,0.0,0,51,0.0,100.0
5.2,406,0.01,0,406,0.0,100.0
5.21,175,0.01,0,175,0.0,100.0
5.22,41,0.0,0,41,0.0,100.0
5.23,1419,0.05,0,1419,0.0,100.0
5.24,74,0.0,0,74,0.0,100.0
5.25,45,0.0,0,45,0.0,100.0
5.26,79,0.0,0,79,0.0,100.0
5.27,96,0.0,0,96,0.0,100.0
5.28,683,0.02,0,683,0.0,100.0
5.29,147,0.01,0,147,0.0,100.0
5.3,38,0.0,0,38,0.0,100.0
5.31,66,0.0,0,66,0.0,100.0
5.32,96,0.0,0,96,0.0,100.0
5.33,200,0.01,0,200,0.0,100.0
5.34,14,0.0,0,14,0.0,100.0
5.35,181,0.01,0,181,0.0,100.0
5.36,80,0.0,0,80,0.0,100.0
5.37,185,0.01,0,185,0.0,100.0
5.38,157,0.01,0,157,0.0,100.0
5.39,78,0.0,0,78,0.0,100.0
5.4,3839,0.14,0,3839,0.0,100.0
5.41,24,0.0,0,24,0.0,100.0
5.42,74,0.0,0,74,0.0,100.0
5.43,206,0.01,0,206,0.0,100.0
5.44,12,0.0,0,12,0.0,100.0
5.45,17221,0.62,0,17221,0.0,100.0
5.46,63,0.0,0,63,0.0,100.0
5.47,101,0.0,0,101,0.0,100.0
5.48,48,0.0,0,48,0.0,100.0
5.49,260,0.01,0,260,0.0,100.0
5.5,132,0.0,0,132,0.0,100.0
5.51,27,0.0,0,27,0.0,100.0
5.52,237,0.01,0,237,0.0,100.0
5.53,171,0.01,0,171,0.0,100.0
5.54,324,0.01,0,324,0.0,100.0
5.55,4,0.0,0,4,0.0,100.0
5.56,47,0.0,0,47,0.0,100.0
5.57,39,0.0,0,39,0.0,100.0
5.58,102,0.0,0,102,0.0,100.0
5.59,86,0.0,0,86,0.0,100.0
5.6,195,0.01,0,195,0.0,100.0
5.61,61,0.0,0,61,0.0,100.0
5.62,43,0.0,0,43,0.0,100.0
5.63,138,0.01,0,138,0.0,100.0
5.64,154,0.01,0,154,0.0,100.0
5.65,83,0.0,0,83,0.0,100.0
5.66,24,0.0,0,24,0.0,100.0
5.67,449,0.02,0,449,0.0,100.0
5.68,33,0.0,0,33,0.0,100.0
5.69,284,0.01,0,284,0.0,100.0
5.7,324,0.01,0,324,0.0,100.0
5.71,54,0.0,0,54,0.0,100.0
5.72,57,0.0,0,57,0.0,100.0
5.73,55,0.0,0,55,0.0,100.0
5.74,138,0.01,0,138,0.0,100.0
5.75,161,0.01,0,161,0.0,100.0
5.76,51,0.0,0,51,0.0,100.0
5.78,3032,0.11,0,3032,0.0,100.0
5.79,200,0.01,0,200,0.0,100.0
5.8,128,0.0,0,128,0.0,100.0
5.81,23,0.0,0,23,0.0,100.0
5.82,73,0.0,0,73,0.0,100.0
5.83,39,0.0,0,39,0.0,100.0
5.84,352,0.01,0,352,0.0,100.0
5.85,310,0.01,0,310,0.0,100.0
5.86,80,0.0,0,80,0.0,100.0
5.87,63,0.0,0,63,0.0,100.0
5.88,92,0.0,0,92,0.0,100.0
5.9,320,0.01,0,320,0.0,100.0
5.91,416,0.02,0,416,0.0,100.0
5.92,310,0.01,0,310,0.0,100.0
5.93,119,0.0,0,119,0.0,100.0
5.94,81,0.0,0,81,0.0,100.0
5.95,174,0.01,0,174,0.0,100.0
5.96,47,0.0,0,47,0.0,100.0
5.97,29,0.0,0,29,0.0,100.0
5.98,71,0.0,0,71,0.0,100.0
6.0,6602,0.24,0,6602,0.0,100.0
6.01,482,0.02,0,482,0.0,100.0
6.02,42,0.0,0,42,0.0,100.0
6.03,196,0.01,0,196,0.0,100.0
6.04,137,0.0,0,137,0.0,100.0
6.05,561,0.02,0,561,0.0,100.0
6.06,1789,0.06,0,1789,0.0,100.0
6.07,557,0.02,0,557,0.0,100.0
6.08,49,0.0,0,49,0.0,100.0
6.09,357,0.01,0,357,0.0,100.0
6.1,161,0.01,0,161,0.0,100.0
6.11,98,0.0,0,98,0.0,100.0
6.12,112,0.0,0,112,0.0,100.0
6.13,49,0.0,0,49,0.0,100.0
6.14,60,0.0,0,60,0.0,100.0
6.15,57,0.0,0,57,0.0,100.0
6.16,334,0.01,0,334,0.0,100.0
6.17,68,0.0,0,68,0.0,100.0
6.18,37,0.0,0,37,0.0,100.0
6.19,94,0.0,0,94,0.0,100.0
6.2,179,0.01,0,179,0.0,100.0
6.21,12,0.0,0,12,0.0,100.0
6.22,341,0.01,0,341,0.0,100.0
6.23,180,0.01,0,180,0.0,100.0
6.24,352,0.01,0,352,0.0,100.0
6.25,38,0.0,0,38,0.0,100.0
6.26,222,0.01,0,222,0.0,100.0
6.27,146,0.01,0,146,0.0,100.0
6.28,81,0.0,0,81,0.0,100.0
6.29,85,0.0,0,85,0.0,100.0
6.3,144,0.01,0,144,0.0,100.0
6.31,42,0.0,0,42,0.0,100.0
6.32,26,0.0,0,26,0.0,100.0
6.33,4151,0.15,0,4151,0.0,100.0
6.34,68,0.0,0,68,0.0,100.0
6.35,110,0.0,0,110,0.0,100.0
6.36,726,0.03,0,726,0.0,100.0
6.37,115,0.0,0,115,0.0,100.0
6.38,177,0.01,0,177,0.0,100.0
6.39,175,0.01,0,175,0.0,100.0
6.4,195,0.01,0,195,0.0,100.0
6.41,77,0.0,0,77,0.0,100.0
6.42,152,0.01,0,152,0.0,100.0
6.44,417,0.02,0,417,0.0,100.0
6.45,547,0.02,0,547,0.0,100.0
6.46,112,0.0,0,112,0.0,100.0
6.47,92,0.0,0,92,0.0,100.0
6.48,53,0.0,0,53,0.0,100.0
6.49,99,0.0,0,99,0.0,100.0
6.5,1431,0.05,0,1431,0.0,100.0
6.51,128,0.0,0,128,0.0,100.0
6.52,205,0.01,0,205,0.0,100.0
6.53,152,0.01,0,152,0.0,100.0
6.54,17,0.0,0,17,0.0,100.0
6.55,25257,0.92,0,25257,0.0,100.0
6.56,118,0.0,0,118,0.0,100.0
6.57,248,0.01,0,248,0.0,100.0
6.58,213,0.01,0,213,0.0,100.0
6.59,220,0.01,0,220,0.0,100.0
6.6,477,0.02,0,477,0.0,100.0
6.61,352,0.01,0,352,0.0,100.0
6.62,41,0.0,0,41,0.0,100.0
6.63,62,0.0,0,62,0.0,100.0
6.64,128,0.0,0,128,0.0,100.0
6.65,1,0.0,0,1,0.0,100.0
6.66,72,0.0,0,72,0.0,100.0
6.67,30,0.0,0,30,0.0,100.0
6.68,173,0.01,0,173,0.0,100.0
6.69,103,0.0,0,103,0.0,100.0
6.7,39,0.0,0,39,0.0,100.0
6.71,229,0.01,0,229,0.0,100.0
